id,name,full_name,address,legal_address,email,phone,fax,site,director,director_id,director_post,organization_rights_form,priority,upstanding_organization_id,is_published,organization_category_id,sr_organization_category_id,slug,created_at,updated_at
271,Мосградцентр,"Государственное казенное учреждение города Москвы ""Московский центр градостроительного развития территорий""","125009, г. Москва, Никитский пер., д. 5, стр. 6",,,"+7 (495) 221-39-06","+7 (495) 221-39-07",http://mgc.mos.ru/,"Шустов Игорь Николаевич",NULL,,NULL,1,279,1,33,NULL,gku_quot_mosgradtsentrquot,"2009-11-16 16:51:16","2014-12-04 12:10:25"
272,"УТЗ ИДС","Государственное бюджетное учреждение ""Управление технического заказчика по проектной и предпроектной подготовке территорий объектов инженерной инфраструктуры и дорожно-мостового строительства""","125009, г. Москва, Никитский пер., д. 5, стр. 6",,,"+7 (495) 676-91-91","+7 (495) 670-02-96",,"Нагимов Рустем Мударисович",NULL,,ГБУ,0,NULL,1,19,NULL,utz_ids,"2010-04-15 14:35:13","2013-04-04 10:57:54"
273,"Механизация инженерно-строительных работ","ОАО ""Механизация инженерно-строительных работ""","123290, Россия, г. Москва, Магистральная 2-я ул., 16А",,,"+7 (495) 256-50-15, +7 (495) 259-19-73","+7 (495) 256-50-15, +7 (495) 259-19-73",,,NULL,,ОАО,0,NULL,0,33,NULL,mehanizatsiya_inzhenerno_stroitelnih_rabot,"2010-11-17 16:41:05","2013-04-04 10:57:38"
274,"Фирма Строитель","ОАО ""Фирма Строитель""","140080, Московская обл., г. Лыткарино, промзона Тураево, стр. 6","140080, Московская обл., г. Лыткарино, промзона Тураево, стр. 6",stroitel-beton@mail.ru,"+7 (495) 552-53-33, +7 (495) 552-55-04","+7 (495) 552-55-04",http://www.stroitel-beton.ru/,"Мичугин Анатолий Александрович",NULL,"Генеральный директор",ОАО,0,NULL,0,33,NULL,firma_stroitel,"2010-11-18 17:43:21","2013-04-04 10:56:59"
275,"Департамент земельных ресурсов города Москвы (Москомзем)","Департамент земельных ресурсов города Москвы","115054, г. Москва, Бахрушина ул., д. 20",,info@moskomzem.ru,"+7 (495) 959-19-13, +7 (495) 959-09-61","+7 (495) 959-19-82",http://www.moskomzem.ru,"Ефимов Владимир Владимирович",NULL,Руководитель,NULL,0,NULL,0,19,NULL,departament_zemelnih_resursov_goroda_moskvi_moskomzem,"2010-12-28 15:38:32","2013-04-04 10:56:30"
276,"Департамент межрегионального сотрудничества, национальной политики и связей с религиозными организациями города Москвы","Департамент межрегионального сотрудничества, национальной политики и связей с религиозными организациями города Москвы","121205 г.Москва, улица Новый Арбат, дом 36/9",,lmv@kms.mos.ru,"+7 (495) 633-60-91, +7 (495) 633-60-92","+7 (495) 636-60-93",http://www.koms.mos.ru/,"Артюх Юрий Владимирович",NULL,Руководитель,NULL,0,NULL,1,19,NULL,departament_mezhregionalnogo_sotrudnichestva_natsionalnoy_politiki_svyazey_religioznimi_organizatsiyami_goroda_moskvi,"2010-12-30 17:51:39","2013-04-04 10:56:13"
277,ЖБИ-7,"ООО ""Завод ЖБИ-7""","Московская обл., г. Жуковский, Кооперативная ул., д. 10",,,"+7 (495) 978-06-05","+7 (495) 641-44-35",http://www.jbi-7.ru/,,NULL,,ООО,0,NULL,0,33,NULL,zhbi_7,"2011-03-18 11:09:31","2013-04-04 10:55:49"
278,"Департамент строительства города Москвы","Департамент строительства города Москвы","129005, Москва, Никитский пер., д. 5, стр. 6",,BochkarevAY@mos.ru,"+7 (495) 530-60-77","+7 (495) 530-60-75",http://ds.mos.ru/,,718,,NULL,10,NULL,1,35,NULL,departament_stroitelstva_goroda_moskvi,"2011-04-01 14:44:01","2014-09-30 16:22:38"
279,"Департамент градостроительной политики города Москвы","Департамент градостроительной политики города Москвы","125009, г. Москва, Никитский пер., д. 5",,info@dgp.mos.ru,"+7 (495) 697-34-08","+7 (495) 956-93-40",http://www.dgp.mos.ru/,,745,,NULL,10,NULL,1,35,NULL,departament_gradostroitelnoy_politiki_goroda_moskvi,"2011-04-04 13:51:58","2013-05-28 15:41:32"
280,РМР_,"Государственное бюджетное учреждение города Москвы ""Развитие Московского региона""","101000, г. Москва, Спасоглинищевский пер., д. 3, стр. 1",,info@rmr.mos.ru,"+7 (495) 606-65-91, горячая линия +7 (495) 606-66-84","+7 (495) 606-65-82",http://rmr.mos.ru/,"Меркурьев Максим Александрович",NULL,Директор,ГБУ,0,NULL,0,19,NULL,rmr,"2011-04-18 16:29:59","2013-07-24 12:25:21"
281,УКС_,"Государственное учреждение города Москвы ""Управление капитального строительства""","125124, г. Москва, Ямского поля 5-я ул., д. 5, стр. 1",,,"+7 (495) 633-64-40, +7 (495) 633-64-44","+7 (495) 633-64-34",,"Скворцов Дмитрий Михайлович",NULL,,ГУ,0,NULL,0,19,NULL,uks,"2011-06-03 11:44:05","2013-07-24 16:36:23"
282,"Московский метрополитен","Государственное унитарное предприятие города Москвы ""Московский ордена Ленина и ордена Трудового Красного Знамени метрополитен имени В.И. Ленина""","129110, г. Москва, Мира пр-т, д. 41, стр. 2",,post@mosmetro.ru,"+7 (495) 688-03-25, +7 (495) 622-15-68",,http://www.mosmetro.ru/,"Беседин Иван Сергеевич",NULL,"Начальник метрополитена",ГУП,0,NULL,1,19,NULL,moskovskiy_metropoliten,"2011-08-25 14:29:30","2013-04-04 10:53:45"
283,"Юг-Строй ЮАО","Государственное унитарное предприятие города Москвы ""Юг-Строй ЮАО""","г. Москва, Автозаводская ул., д. 17, к. 1, кв. 42",,,"+7 (495) 675-86-36",,,,NULL,,ГУП,0,NULL,1,19,NULL,yug_stroy_yuao,"2011-08-25 17:59:13","2013-04-04 10:52:58"
284,"АТИ ЗелАО","Административно-техническая инспекция по Зеленоградскому административному округу","124482, г. Зеленоград, Центральный проспект, д. 1, комн. 255, 261",,,"+7 (499) 734-76-72",,,"Овчинникова Людмила Александровна",NULL,"Начальник инспекции",NULL,0,NULL,1,33,NULL,ati_zelao,"2012-05-02 17:32:01","2013-05-29 16:35:03"
285,Мосгосстройнадзор,"Комитет государственного строительного надзора города Москвы","121059, г. Москва, Брянская ул., д. 9, стр. 1",,info@igasn.ru,"+7 (499) 240-03-12","+7 (499) 240-20-12",http://stroinadzor.mos.ru/,,1074,,NULL,6,NULL,1,35,NULL,komitet_gosudarstvennogo_stroitelnogo_nadzora_goroda_moskvi_mosgosstroynadzor,"2012-05-03 16:17:44","2014-04-08 14:06:47"
286,Москомстройинвест,"Комитет города Москвы по обеспечению реализации инвестиционных проектов в строительстве и контролю в области долевого строительства","125009, г. Москва, Воздвиженка ул., д. 8/1, стр. 1",,,"+7 (495) 620-29-35","+7 (495) 633-66-48",http://www.invest.mos.ru/,,922,,NULL,7,NULL,1,35,NULL,moskomstroyinvest,"2012-05-03 16:31:14","2013-07-24 10:20:11"
287,Москомэкспертиза,"Комитет города Москвы по ценовой политике в строительстве и государственной экспертизе проектов","125047, г. Москва, Брестская 2-я ул., д. 8",,mke@mos.ru,"+7 (499) 250-17-01","+7 (499) 250-57-74",http://www.mke.mos.ru/,,938,,NULL,5,NULL,1,35,NULL,moskomekspertiza,"2012-05-03 16:36:55","2014-10-24 17:23:42"
288,"НОИЗ (Национальное объединение изыскателей)","Общероссийская негосударственная некоммерческая организация ""Национальное объединение cаморегулируемых организаций, основанных на членстве лиц, выполняющих инженерные изыскания""","129090, г. Москва, Балканский Большой пер., д. 20, стр. 1",,iziskately@mail.ru,"+7 (495) 680-05-04",,http://www.iziskately.ru/,,1057,Президент,NULL,2,NULL,1,20,5,noiz_natsionalnoe_objedinenie_iziskateley,"2012-08-06 16:44:23","2014-06-05 16:54:14"
289,"НОП (Национальное объединение проектировщиков)","Общероссийская негосударственная некоммерческая организация ""Национальное объединение саморегулируемых организаций, основанных на членстве лиц, осуществляющих подготовку проектной документации""","119019, г. Москва, Арбат Новый ул., д. 21",,proekt@nop.ru,"+7 (495) 984-21-34","+7 (495) 984-21-33",http://nop.ru/,,518,Президент,NULL,2,NULL,1,20,5,nop_natsionalnoe_objedinenie_proektirovshchikov,"2012-08-06 16:45:49","2013-05-22 09:36:25"
290,"НОСТРОЙ (Национальное объединение строителей)","Общероссийская негосударственная некоммерческая организация ""Национальное объединение саморегулируемых организаций, основанных на членстве лиц, осуществляющих строительство""","123242, г. Москва, Грузинская Малая ул., д. 3",,info@nostroy.ru,"+7 (495) 987-31-50","+7 (495) 987-31-48",http://www.nostroy.ru/,,921,Президент,NULL,2,NULL,1,20,5,nostroy_natsionalnoe_objedinenie_stroiteley,"2012-08-06 16:53:58","2014-03-04 16:30:04"
